"uid","title","species"
"WOS:000242281300001","Partial revision of the aduncus-like species of Pleuroxus Baird, 1843 (Chydoridae, Cladocera) from the southern hemisphere with comments on subgeneric differentiation within the genus","Pleuroxus aduncus"
"WOS:000242313100003","Congruence and disparity in benthic diatom community structure of small lakes in New Zealand and Tasmania","Amphora eunotia"
"WOS:000242376800025","European intertidal marshes: a review of their habitat functioning and value for aquatic organisms","Fundulus heteroclitus"
"WOS:000242464700021","The estimated impact of fungi on nutrient dynamics during decomposition of Phragmites australis leaf sheaths and stems","Phragmites australis"
"WOS:000242468600011","Isolation and characterization of the first American bottlenose dolphin papillomavirus: Tursiops truncatus papillomavirus type 2","Trichechus manatus"
"WOS:000242487400012","Sex in a cyclical parthenogen: mating behaviour of Chydorus sphaericus (Crustacea; Branchiopoda; Anomopoda)","Daphnia pulex"
"WOS:000242506400027","Determinism of the induction of the reproductive cycle in female Eurasian perch, Perca fluviatilis: Identification of environmental cues and permissive factors","Perca fluviatilis"
"WOS:000242614800001","Diagnosis and epidemiology of neosposoris in belgian cattle","Toxoplasma gondii"
"WOS:000242968500011","Studies of uptake, elimination, and late effects in atlantic salmon (Salmo salar) dietary exposed to di-2-ethylhexyl phthalate (DEHP) during early life","Oryzias latipes"
"WOS:000243218200006","Tropical high Andes lakes: A limnological survey and an assessment of exotic rainbow trout (Oncorhynchus mykiss)","Oncorhynchus mykiss"
"WOS:000243238300009","Mid-infrared spectroscopy as a new tool for the evaluation of fish freshness","Salmo gairdneri"
"WOS:000243295100005","Field protocol for assessing small obstacles to migration of brown trout Salmo trutta, and European grayling Thymallus thymallus: a contribution to the management of free movement in rivers","Trutta trutta"
"WOS:000243302800003","The influence of stress on thyroid hormone production and peripheral deiodination in the Nile tilapia (Oreochromis niloticus)","Fundulus heteroclitus"
"WOS:000243355500006","Wetlands in the tidal freshwater zone","Phragmites australis"
"WOS:000243484900005","Movement patterns, spatial distribution and depth preference by individual whitefish, Coregonus lavaretus in a small artificial lake","Coregonus lavaretus"
"WOS:000243520700009","Intervention in acute coronary syndromes: do patients undergo intervention on the basis of their risk characteristics? The Global Registry of Acute Coronary Events (GRACE)","Rita rita"
"WOS:000243797300015","Do sewage treatment plant discharges substantially impair fish reproduction in polluted rivers?","Rutilus rutilus"
"WOS:000243863000016","Absorption, disposition and excretion of polybrominated diphenyl ethers (PBDEs) in chicken","Lucius lucius"
"WOS:000243916500002","Pisodonophis boro (Ophichthidae : Anguilliformes): Specialization for head-first and tail-first burrowing?","Pisodonophis boro"
"WOS:000243975800001","Dietary microbial phytase and citric acid synergistically enhances nutrient digestibility and growth performance of Labeo rohita (Hamilton) juveniles at sub-optimal protein level","Labeo rohita"
"WOS:000244004400016","Divergent selection as revealed by P-ST and QTL-based F-ST in three-spined stickleback (Gasterosteus aculeatus) populations along a coastal-inland gradient","Gasterosteus aculeatus"
"WOS:000244122300010","Dispersal of fairy shrimp Chirocephalus diaphanus (Branchiopoda : Anostraca) by the trout (Salmo trutta)","Trutta trutta"
"WOS:000244177300005","Do bigger fish arrive and spawn at the spawning grounds before smaller fish: Cod (Gadus morhua) predation on beach spawning capelin (Mallotus villosus) from coastal Newfoundland","Mallotus villosus"
"WOS:000244177300031","Hiding and feeding in floating seaweed: Floating seaweed clumps as possible refuges or feeding grounds for fishes","Chelon labrosus"
"WOS:000244410800035","Assimilation efficiencies of Cd and Zn in the common carp (Cyprinus carpio): Effects of metal concentration, temperature and prey type","Cyprinus carpio"
"WOS:000244462800057","Evolution of Mycobacterium ulcerans and other mycolactone-producing mycobacteria from a common Mycobacterium marinum progenitor","Mycobacterium marinum"
"WOS:000244579600021","Comparing the EthoVision 2.3 system and a new computerized multitracking prototype system to measure the swimming behavior in fry fish","Rutilus rutilus"
"WOS:000244581600011","Sublethal copper exposure induces respiratory stress in common and gibel carp but not in rainbow trout","Salmo mykiss"
"WOS:000244623600014","Digestive enzymes and metabolic profile of Labeo rohita fingerlings fed diets with different crude protein levels","Labeo rohita"
"WOS:000244624500006","Development of the osteocranium in the suckermouth armored catfish Ancistrus cf. triradiatus (Loricariidae, Siluriformes)","Chrysichthys auratus"
"WOS:000244636100008","Daphnia magna and ecotoxicogenomics: Gene expression profiles of the anti-ecdysteroidal fungicide fenarimol using energy-, molting- and life stage-related cDNA libraries","Daphnia magna"
"WOS:000244685400018","Hybridization and phylogeography of the Mozambique tilapia Oreochromis mossambicus in southern Africa evidenced by mitochondrial and microsatellite DNA genotyping","Oreochromis niloticus"
"WOS:000244743800007","Predation and priority effects in experimental zooplankton communities","Simocephalus vetulus"
"WOS:000244763300006","Combined effects of herbicides on biomarkers reflecting immune-endocrine interactions in goldfish immune and antioxidant effects","Carassius carassius"
"WOS:000244823100016","Sex steroid dynamics during embryogenesis and sexual differentiation in Eurasian perch, Perca fluviatilis","Salmo mykiss"
"WOS:000244846900012","Environmental stress and life-stage dependence on the detection of heterozygosity-fitness correlations in the European eel, Anguilla anguilla","Fundulus heteroclitus"
"WOS:000245075200002","Nitrogen assimilation and short term retention in a nutrient-rich tidal freshwater marsh - a whole ecosystem N-15 enrichment study","Phragmites australis"
"WOS:000245119100005","Aquatic toxicity for hazard identification of metals and inorganic metal substances","Oncorhynchus mykiss"
"WOS:000245142000010","Fish habitat modelling as a tool for river management","Gobio gobio"
"WOS:000245236200015","Mobility of individual roach Rutilus rutilus (L.) in three weir-fragmented Belgian rivers","Rutilus rutilus"
"WOS:000245254400014","Microbial phytase supplementation in rohu, Labeo rohita, diets enhances growth performance and nutrient digestibility","Salmo salar"
"WOS:000245262200007","Floating seaweed and the influences of temperature, grazing and clump size on raft longevity - A microcosm study","Cladophora glomerata"
"WOS:000245358700007","Nematode communities of small farmland ponds","Eumonhystera filiformis"
"WOS:000245532700002","Use of suppression subtractive hybridization PCR for the development of cDNA arrays for the detection of endocrine disruption in carp (Cyprinus carpio)","Cyprinus carpio"
"WOS:000245659900023","Effect of weaning age and diet on pikeperch larviculture","Stizostedion lucioperca"
"WOS:000245940800011","Adaptive microevolutionary responses to simulated global warming in Simocephalus vetulus: a mesocosm study","Simocephalus vetulus"
"WOS:000246138800002","Metallothionein gene and protein expression as a biomarker for metal pollution in natural gudgeon populations","Gobio gobio"
"WOS:000246183100004","Effects of weaning age and diets on ontogeny of digestive activities and structures of pikeperch (Sander lucioperca) larvae","Stizostedion lucioperca"
"WOS:000246239700004","Effects of stocking density on growth, yield and profitability of farming Nile tilapia, Oreochromis niloticus L., fed Azolla diet, in earthen ponds","Oreochromis niloticus"
"WOS:000246335500023","Effluent impact assessment using micro array-based analysis in common carp: A systems toxicology approach","Salmo salar"
"WOS:000246370600001","Yersinia ruckeri infections in salmonid fish","Oncorhynchus mykiss"
"WOS:000246396500010","Factors affecting metal concentrations in the upper sediment layer of intertidal reedbeds along the river Scheldt","Phragmites australis"
"WOS:000246419400001","Review on the immunology of European sea bass Dicentrarchus labrax","Oncorhynchus mykiss"
"WOS:000246529700001","A bioavailability model predicting the toxicity of nickel to rainbow trout (Oncorhynchus mykiss) and fathead minnow (Pimephales promelas) in synthetic and natural waters","Oncorhynchus mykiss"
"WOS:000246565500009","Fungi on leaf blades of Phragmites australis in a brackish tidal marsh: Diversity, succession, and leaf decomposition","Phragmites australis"
"WOS:000246570900011","Mobility and home-range use of Atlantic salmon parr over short time scales","Trutta trutta"
"WOS:000246615300015","Root characteristics of representative Mediterranean plant species and their erosion-reducing potential during concentrated runoff","Phragmites australis"
"WOS:000246796200007","Interactions of dietary microbial phytase, citric acid and crude protein level on mineral utilization by rohu, Labeo rohita (Hamilton), juveniles","Oncorhynchus mykiss"
"WOS:000247048800005","Effects of food diversity on diatom selection by harpacticoid copepods","Navicula phyllepta"
"WOS:000247049200038","Determination of the neuropeptides arginine vasotocin and isotocin in brains of three-spined sticklebacks (Gasterosteus aculeatus) by off-line solid phase extraction-liquid chromatography-electrospray tandem mass spectrometry","Gasterosteus aculeatus"
"WOS:000247114200015","Identification of a new variable number tandem repeat locus in Mycobacterium ulcerans for potential strain discrimination among African isolates","Mycobacterium marinum"
"WOS:000247379200023","The effect of food rations on tissue-specific copper accumulation patterns of sublethal waterborne exposure in Cyprinus carpio","Salmo mykiss"
"WOS:000247392100023","Accumulation of metals in the sediment and reed biomass of a combined constructed wetland treating domestic wastewater","Phragmites australis"
"WOS:000247461500009","New occurrence of Lecane decipiens (Murray, 1913) and some other alien rotifers in the Schelde estuary (Belgium)","Keratella tropica"
"WOS:000247488400005","Determination of the threonine requirement for maintenance in Atlantic salmon (Salmo salar L.) fry with the diet dilution procedure","Salmo mykiss"
"WOS:000247568600001","Characterization of the genomic region containing the shadow of prion protein (SPRN) gene in sheep","Fugu rubripes"
"WOS:000247722400008","Are ontogenetic shifts in diet linked to shifts in feeding mechanics? Scaling of the feeding apparatus in the banded watersnake Nerodia fasciata","Nerodia fasciata"
"WOS:000247737700012","Accumulation of metals in a horizontal subsurface flow constructed wetland treating domestic wastewater in Flanders, Belgium","Phragmites australis"
"WOS:000247758200007","Ongoing genome reductions in Mycobacterium ulcerans","Mycobacterium marinum"
"WOS:000247792400006","Concept and application of the usable volume for modelling the physical habitat of riverine organisms","Trutta trutta"
"WOS:000247824000014","The effect of 3,5,3'-triiodothyronine supplementation on zebrafish (Danio rerio) embryonic development and expression of iodothyronine deiodinases and thyroid hormone receptors","Morone saxatilis"
